item_id,recommend,posted_year,title
204360,True,2014,Castle Crashers®
550,True,2013,Left 4 Dead 2
17410,True,2015,Mirror's Edge™
105600,False,2014,Terraria
330710,True,2014,
242760,True,2014,The Forest
49520,True,2013,Borderlands 2
730,False,2015,Counter-Strike: Global Offensive
395910,True,2015,Get Rich or Die Gaming
270090,False,2015,//N.P.P.D. RUSH//- The milk of Ultraviolet
259080,True,2013,Just Cause 2: Multiplayer Mod
440,True,2012,Team Fortress 2
570,True,2013,Dota 2
221640,True,2014,Super Hexagon
4000,True,2012,Garry's Mod
236090,True,2014,Dust: An Elysian Tail
11420,True,2014,
218230,True,2014,PlanetSide 2
248570,True,2014,Toribash
107410,True,2015,Arma 3
219640,True,2015,Chivalry: Medieval Warfare
7520,False,2014,Two Worlds II HD
17710,False,2014,Nuclear Dawn
220200,True,2014,Kerbal Space Program
297810,False,2015,
213670,True,2014,South Park™: The Stick of Truth™
226700,True,2014,
330830,True,2015,Tales from the Borderlands
570,True,2013,Dota 2
233720,True,2013,Surgeon Simulator
730,True,2015,Counter-Strike: Global Offensive
222880,True,2015,Insurgency
48700,True,2015,Mount & Blade: Warband
221100,True,2013,DayZ
730,True,2015,Counter-Strike: Global Offensive
107410,True,2015,Arma 3
113400,False,2015,APB Reloaded
304930,True,2015,Unturned
278910,True,2014,Interplanetary
221100,True,2014,DayZ
218620,True,2014,PAYDAY 2
408990,True,2015,Timber and Stone
261570,True,2015,Ori and the Blind Forest
550,True,2013,Left 4 Dead 2
730,True,2015,Counter-Strike: Global Offensive
224540,False,2014,Ace of Spades: Battle Builder
4000,True,2013,Garry's Mod
230410,True,2015,Warframe
730,True,2015,Counter-Strike: Global Offensive
210770,True,2014,Sanctum 2
291550,True,2015,Brawlhalla
238960,False,2014,
42160,True,2014,
218230,False,2013,PlanetSide 2
218230,True,2014,PlanetSide 2
243870,False,2014,
359550,True,2015,Tom Clancy's Rainbow Six® Siege
65780,True,2015,ARMA: Gold Edition
244450,True,2015,Men of War: Assault Squad 2
4000,True,2015,Garry's Mod
730,True,2015,Counter-Strike: Global Offensive
261820,True,2015,Estranged: Act I
730,True,2014,Counter-Strike: Global Offensive
219740,True,2013,
252490,False,2015,Rust
255710,True,2015,Cities: Skylines
304930,True,2014,Unturned
220240,True,2014,Far Cry 3
47810,True,2014,Dragon Age: Origins - Ultimate Edition
219640,True,2014,Chivalry: Medieval Warfare
730,True,2014,Counter-Strike: Global Offensive
331470,True,2015,Everlasting Summer
303390,False,2015,Dead Bits
370100,False,2015,
250180,True,2014,METAL SLUG 3
105600,True,2013,Terraria
221100,True,2015,DayZ
730,True,2015,Counter-Strike: Global Offensive
244850,True,2014,
250340,True,2014,Blockland
206440,True,2014,To the Moon
99900,True,2014,Spiral Knights
105600,True,2014,Terraria
252490,True,2014,Rust
295110,False,2015,
274190,True,2015,Broforce
291480,True,2015,Warface
228380,False,2014,Next Car Game: Wreckfest
241540,True,2014,State of Decay
1250,True,2014,Killing Floor
570,True,2013,Dota 2
236110,True,2015,Dungeon Defenders II
298110,True,2015,Far Cry® 4
570,True,2014,Dota 2
332310,True,2015,LEGO® Worlds
48720,True,2014,Mount & Blade: With Fire & Sword
1250,True,2014,Killing Floor
10090,True,2015,Call of Duty: World at War
550,True,2015,Left 4 Dead 2
9050,True,2015,DOOM 3
298240,True,2015,Red Crucible®: Firestorm
212680,True,2014,FTL: Faster Than Light
200260,True,2014,Batman: Arkham City - Game of the Year Edition
236370,True,2013,Interstellar Marines
239220,True,2014,
49520,True,2014,Borderlands 2
8190,True,2013,Just Cause 2
202170,True,2013,Sleeping Dogs
311210,True,2015,Call of Duty®: Black Ops III
261980,False,2014,Half-Life: Before
240,True,2013,Counter-Strike: Source
218230,True,2014,PlanetSide 2
227700,True,2014,
263440,True,2014,
570,True,2014,Dota 2
440,True,2014,Team Fortress 2
4000,True,2014,Garry's Mod
212500,True,2014,The Lord of the Rings Online™
212680,True,2014,FTL: Faster Than Light
234310,False,2014,
225140,True,2014,
4000,True,2014,Garry's Mod
211820,True,2015,Starbound
322330,True,2015,Don't Starve Together
221380,True,2013,Age of Empires II HD
730,True,2014,Counter-Strike: Global Offensive
391540,True,2015,Undertale
249050,True,2014,Dungeon of the Endless™
364323,True,2015,FSX: Steam Edition - Diamond DA40 Add-On
8870,True,2014,BioShock Infinite
208090,True,2014,Loadout
244870,True,2015,Electronic Super Joy
304930,True,2015,Unturned
256290,False,2015,Child of Light
440,True,2014,Team Fortress 2
221100,True,2014,DayZ
221100,False,2015,DayZ
245280,True,2015,ENSLAVED™: Odyssey to the West™ Premium Edition
241600,True,2013,Rogue Legacy
72850,True,2014,
346110,True,2015,ARK: Survival Evolved
105600,True,2015,Terraria
346010,True,2015,Besiege
225540,True,2015,Just Cause™ 3
440,True,2015,Team Fortress 2
218620,True,2015,PAYDAY 2
233450,True,2015,Prison Architect
730,True,2015,Counter-Strike: Global Offensive
295110,True,2015,
4000,True,2015,Garry's Mod
1250,True,2012,Killing Floor
250340,True,2013,Blockland
218620,True,2014,PAYDAY 2
105600,True,2014,Terraria
221100,True,2013,DayZ
107410,True,2014,Arma 3
252490,True,2013,Rust
283290,True,2015,Nosferatu: The Wrath of Malachi
304930,True,2014,Unturned
440,True,2015,Team Fortress 2
323140,True,2015,Half-Life 2 Soundtrack
340170,True,2015,FINAL FANTASY TYPE-0™ HD
220200,True,2015,Kerbal Space Program
346110,True,2015,ARK: Survival Evolved
25000,True,2014,Overgrowth
96100,True,2015,Defy Gravity Extended
34900,True,2014,Bad Rats: the Rats' Revenge
218230,True,2014,PlanetSide 2
230410,True,2014,Warframe
261030,True,2014,The Walking Dead: Season 2
1250,True,2013,Killing Floor
98400,True,2013,Hard Reset Extended Edition
440,True,2011,Team Fortress 2
22350,False,2014,BRINK
230410,True,2014,Warframe
244850,True,2014,
620,True,2013,Portal 2
550,True,2014,Left 4 Dead 2
209340,True,2013,
330830,True,2015,Tales from the Borderlands
21100,False,2015,F.E.A.R. 3
72850,True,2015,
570,True,2015,Dota 2
224260,False,2014,No More Room in Hell
265930,True,2014,Goat Simulator
9460,True,2014,Frontlines™: Fuel of War™
258180,False,2014,Deus Ex: The Fall
247730,True,2014,Nether: Resurrected
218620,True,2015,PAYDAY 2
363360,True,2015,Interstellar Rift
230290,True,2015,Universe Sandbox ²
331500,True,2015,Executive Assault
440,True,2015,Team Fortress 2
301520,True,2014,Robocraft
1250,True,2014,Killing Floor
230410,True,2014,Warframe
49520,True,2014,Borderlands 2
4000,True,2013,Garry's Mod
200210,True,2013,Realm of the Mad God
319510,False,2014,Five Nights at Freddy's
218620,True,2014,PAYDAY 2
218230,True,2014,PlanetSide 2
730,True,2015,Counter-Strike: Global Offensive
220200,True,2014,Kerbal Space Program
730,True,2015,Counter-Strike: Global Offensive
440,True,2015,Team Fortress 2
200260,True,2014,Batman: Arkham City - Game of the Year Edition
440,True,2014,Team Fortress 2
42960,True,2015,Victoria II
248570,True,2014,Toribash
105600,True,2015,Terraria
252490,True,2014,Rust
13140,False,2014,
730,False,2015,Counter-Strike: Global Offensive
263280,True,2014,SPINTIRES™
227320,True,2015,
4920,True,2014,Natural Selection 2
218620,True,2013,PAYDAY 2
4700,True,2015,Medieval II: Total War™
19830,True,2014,Tom Clancy's Rainbow Six® 3 Gold
42910,True,2015,Magicka
620,True,2013,Portal 2
24740,True,2013,Burnout Paradise: The Ultimate Box
730,True,2015,Counter-Strike: Global Offensive
440,True,2013,Team Fortress 2
218230,True,2015,PlanetSide 2
65930,True,2013,The Bureau: XCOM Declassified
304930,True,2015,Unturned
550,True,2015,Left 4 Dead 2
730,True,2015,Counter-Strike: Global Offensive
301520,True,2015,Robocraft
377160,True,2015,Fallout 4
346110,True,2015,ARK: Survival Evolved
440,True,2015,Team Fortress 2
11020,True,2015,TrackMania Nations Forever
327890,False,2014,I am Bread
4700,True,2014,Medieval II: Total War™
72850,True,2014,
346110,True,2015,ARK: Survival Evolved
220,True,2013,Half-Life 2
292030,True,2015,
70,True,2013,Half-Life
20920,True,2013,The Witcher 2: Assassins of Kings Enhanced Edition
304930,True,2014,Unturned
238960,True,2015,
219640,True,2015,Chivalry: Medieval Warfare
208650,True,2015,Batman™: Arkham Knight
570,True,2013,Dota 2
223470,True,2015,POSTAL 2
550,True,2015,Left 4 Dead 2
233450,True,2015,Prison Architect
570,True,2015,Dota 2
440,True,2014,Team Fortress 2
236430,True,2014,DARK SOULS™ II
13230,True,2014,Unreal Tournament 2004: Editor's Choice Edition
105600,True,2015,Terraria
332800,True,2015,Five Nights at Freddy's 2
1840,True,2014,Source Filmmaker
304930,True,2014,Unturned
214950,False,2015,Total War™: ROME II - Emperor Edition
313120,False,2015,Stranded Deep
200510,True,2015,XCOM: Enemy Unknown
730,True,2014,Counter-Strike: Global Offensive
271590,True,2015,Grand Theft Auto V
246280,False,2014,
255710,True,2015,Cities: Skylines
313340,True,2014,Mountain
550,True,2012,Left 4 Dead 2
440,True,2013,Team Fortress 2
35480,True,2013,Dwarfs!?
107100,True,2012,Bastion
304930,False,2014,Unturned
570,True,2014,Dota 2
10180,True,2012,Call of Duty®: Modern Warfare® 2
440,True,2012,Team Fortress 2
620,True,2011,Portal 2
346110,True,2015,ARK: Survival Evolved
72850,True,2014,
8190,True,2014,Just Cause 2
221100,False,2015,DayZ
4000,True,2014,Garry's Mod
208480,False,2015,Assassin’s Creed® III
550,False,2014,Left 4 Dead 2
4000,True,2015,Garry's Mod
423880,True,2015,Carpe Diem
417860,True,2015,Emily is Away
252490,True,2015,Rust
48110,True,2014,Silent Hunter 5®: Battle of the Atlantic
730,True,2015,Counter-Strike: Global Offensive
440,True,2013,Team Fortress 2
550,True,2013,Left 4 Dead 2
240,True,2013,Counter-Strike: Source
220,True,2014,Half-Life 2
252490,True,2013,Rust
222880,True,2013,Insurgency
500,True,2012,Left 4 Dead
730,True,2015,Counter-Strike: Global Offensive
243470,True,2015,Watch_Dogs™
251570,True,2015,
239660,False,2015,Soldier Front 2
304930,True,2015,Unturned
108600,True,2015,Project Zomboid
6860,True,2015,Hitman: Blood Money
105600,True,2015,Terraria
550,True,2015,Left 4 Dead 2
212680,True,2014,FTL: Faster Than Light
219830,True,2013,King Arthur's Gold
730,True,2014,Counter-Strike: Global Offensive
304930,True,2014,Unturned
226700,True,2014,
25830,True,2014,Knights of Honor
15620,True,2015,"Warhammer 40,000: Dawn of War II"
4000,True,2014,Garry's Mod
205350,True,2013,
200710,True,2013,Torchlight II
203160,True,2013,Tomb Raider
49520,True,2013,Borderlands 2
219150,True,2013,Hotline Miami
4000,True,2014,Garry's Mod
209870,False,2013,Blacklight: Retribution
440,True,2015,Team Fortress 2
304930,True,2014,Unturned
99900,True,2013,Spiral Knights
227940,False,2015,Heroes & Generals
317110,True,2014,
34900,True,2015,Bad Rats: the Rats' Revenge
242860,True,2015,Verdun
550,True,2014,Left 4 Dead 2
113200,True,2013,The Binding of Isaac
105600,True,2014,Terraria
570,True,2014,Dota 2
238960,True,2014,
251570,True,2015,
238960,True,2015,
273350,True,2015,Evolve Stage 2
72850,True,2015,
91310,True,2013,
248310,True,2014,Freedom Planet
8930,True,2012,Sid Meier's Civilization® V
39000,True,2015,
250260,True,2014,Jazzpunk: Director's Cut
8170,False,2015,Battlestations Pacific
237990,True,2015,The Banner Saga
94400,True,2015,Nidhogg
730,True,2015,Counter-Strike: Global Offensive
440,True,2013,Team Fortress 2
359800,True,2015,Copa Petrobras de Marcas
239220,True,2014,
109600,True,2014,Neverwinter
730,True,2013,Counter-Strike: Global Offensive
291480,True,2014,Warface
48700,True,2013,Mount & Blade: Warband
209870,True,2014,Blacklight: Retribution
295110,False,2015,
221100,True,2013,DayZ
221100,False,2014,DayZ
265890,True,2015,Hexcells
395520,True,2015,Missing Translation
200210,False,2015,Realm of the Mad God
550,True,2014,Left 4 Dead 2
304930,True,2014,Unturned
24240,True,2014,PAYDAY™ The Heist
225600,True,2014,Blade Symphony
6060,True,2014,"Star Wars: Battlefront 2 (Classic, 2005)"
234670,True,2014,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD
570,True,2015,Dota 2
245176,True,2015,Skullgirls: Eliza
230410,True,2015,Warframe
221100,True,2014,DayZ
247910,True,2014,Sniper Elite: Nazi Zombie Army 2
72850,True,2014,
71340,True,2015,Sonic Generations Collection
211600,True,2015,Thief™ Gold
238090,True,2015,Sniper Elite 3
6910,True,2015,Deus Ex: Game of the Year Edition
230190,True,2014,War for the Overworld
203650,True,2014,Sonic the Hedgehog 4 - Episode II
42910,True,2012,Magicka
98400,True,2015,Hard Reset Extended Edition
105600,True,2012,Terraria
220200,True,2015,Kerbal Space Program
302380,True,2015,Floating Point
329950,False,2015,
250900,True,2014,The Binding of Isaac: Rebirth
391540,True,2015,Undertale
329440,False,2015,Sonic Lost World
24670,True,2014,Trainz™ Simulator 12
4000,True,2014,Garry's Mod
105600,True,2014,Terraria
315660,True,2015,Trainz: A New Era
24010,True,2014,Train Simulator
304930,True,2014,Unturned
250340,False,2014,Blockland
306370,False,2015,World of Subways 1 – The Path
218620,False,2015,PAYDAY 2
236430,True,2014,DARK SOULS™ II
248820,True,2015,Risk of Rain
304410,True,2014,Hexcells Infinite
311210,False,2015,Call of Duty®: Black Ops III
221100,True,2014,DayZ
107410,True,2014,Arma 3
10500,True,2015,Empire: Total War™
72850,True,2015,
57740,True,2013,Jagged Alliance - Back in Action
222750,True,2015,Wargame: Airland Battle
236850,False,2015,Europa Universalis IV
203770,True,2015,Crusader Kings II
34900,True,2015,Bad Rats: the Rats' Revenge
244850,True,2015,
72850,False,2015,
313080,True,2015,The Masterplan
374450,False,2015,Cheats 4 Hire
570,True,2015,Dota 2
274170,True,2015,Hotline Miami 2: Wrong Number
242760,True,2015,The Forest
301640,False,2015,Zombie Army Trilogy
500,False,2015,Left 4 Dead
205350,False,2015,
265930,True,2014,Goat Simulator
730,True,2015,Counter-Strike: Global Offensive
9900,True,2015,Star Trek Online
440,True,2014,Team Fortress 2
1250,True,2014,Killing Floor
208140,True,2014,Endless Space® - Collection
218230,True,2012,PlanetSide 2
48700,True,2014,Mount & Blade: Warband
22350,True,2011,BRINK
244850,True,2014,
105600,True,2013,Terraria
400,True,2011,Portal
34350,True,2011,
218620,False,2015,PAYDAY 2
8930,True,2013,Sid Meier's Civilization® V
209870,True,2012,Blacklight: Retribution
98200,True,2011,Frozen Synapse
49600,True,2011,Beat Hazard
273350,True,2015,Evolve Stage 2
214320,False,2014,
730,True,2015,Counter-Strike: Global Offensive
440,True,2015,Team Fortress 2
409160,True,2015,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist"
570,True,2014,Dota 2
222880,True,2014,Insurgency
730,True,2015,Counter-Strike: Global Offensive
8930,True,2014,Sid Meier's Civilization® V
221640,True,2013,Super Hexagon
570,True,2014,Dota 2
222880,True,2014,Insurgency
730,True,2015,Counter-Strike: Global Offensive
8930,True,2014,Sid Meier's Civilization® V
221640,True,2013,Super Hexagon
284160,True,2015,BeamNG.drive
302510,False,2015,Ryse: Son of Rome
290770,True,2015,The Fall
324260,True,2015,VoidExpanse
380600,True,2015,Fishing Planet
299360,False,2015,Block N Load
39120,True,2014,RIFT
440,True,2014,Team Fortress 2
348620,True,2015,Voices from the Sea
237310,True,2014,Elsword
304930,False,2015,Unturned
333930,False,2015,Dirty Bomb®
218620,True,2015,PAYDAY 2
351640,True,2015,Eternal Senia
24240,True,2014,PAYDAY™ The Heist
1250,True,2014,Killing Floor
230410,True,2013,Warframe
730,True,2014,Counter-Strike: Global Offensive
298630,True,2014,The Escapists
323210,True,2014,
250760,True,2014,Shovel Knight: Treasure Trove
113200,True,2014,The Binding of Isaac
211820,True,2014,Starbound
219740,True,2014,
317400,True,2015,Portal Stories: Mel
45740,False,2015,Dead Rising® 2
277430,True,2014,Halo: Spartan Assault
282800,True,2015,100% Orange Juice
72850,True,2013,
570,True,2014,Dota 2
570,True,2014,Dota 2
440,True,2015,Team Fortress 2
301520,True,2014,Robocraft
205100,True,2015,Dishonored
238240,False,2015,Edge of Space
219740,True,2014,
331710,False,2015,
344760,False,2015,Reign Of Kings
274560,False,2015,Revolution Ace
304930,True,2015,Unturned
202970,True,2013,Call of Duty®: Black Ops II
10,True,2015,Counter-Strike
8930,True,2014,Sid Meier's Civilization® V
12120,True,2014,Grand Theft Auto: San Andreas
218620,False,2014,PAYDAY 2
208090,False,2014,Loadout
730,True,2015,Counter-Strike: Global Offensive
224760,True,2015,FEZ
219740,True,2014,
730,True,2014,Counter-Strike: Global Offensive
245470,False,2013,Democracy 3
4000,True,2015,Garry's Mod
206420,True,2015,Saints Row IV
225260,True,2015,Brutal Legend
272600,True,2015,Detective Grimoire
259080,True,2015,Just Cause 2: Multiplayer Mod
8930,True,2014,Sid Meier's Civilization® V
242720,True,2014,GunZ 2: The Second Duel
225540,True,2015,Just Cause™ 3
2870,False,2014,X Rebirth
440,True,2015,Team Fortress 2
231430,True,2014,Company of Heroes 2
39000,True,2012,
55040,True,2011,Atom Zombie Smasher
99700,True,2011,NightSky
25010,True,2011,Lugaru HD
26500,True,2011,Cogs
29180,True,2010,Osmos
289690,False,2014,LARA CROFT AND THE TEMPLE OF OSIRIS™
339800,True,2015,HuniePop
241600,True,2013,Rogue Legacy
12750,True,2012,
12210,True,2012,
7670,True,2012,BioShock™
16450,True,2012,F.E.A.R. 2: Project Origin
230940,True,2013,
223470,True,2015,POSTAL 2
211400,True,2013,Deadlight
440,True,2015,Team Fortress 2
230410,True,2014,Warframe
550,True,2015,Left 4 Dead 2
238460,True,2014,BattleBlock Theater®
206420,True,2013,Saints Row IV
230410,True,2014,Warframe
57300,True,2015,Amnesia: The Dark Descent
250900,True,2014,The Binding of Isaac: Rebirth
214490,True,2014,Alien: Isolation
307670,True,2015,Hard West
212680,True,2014,FTL: Faster Than Light
234330,True,2014,Marvel Puzzle Quest
244850,True,2014,
236430,False,2014,DARK SOULS™ II
400,True,2014,Portal
40100,True,2014,Supreme Commander 2
252490,True,2015,Rust
730,True,2014,Counter-Strike: Global Offensive
39000,True,2014,
204300,True,2013,Awesomenauts - the 2D moba
268750,True,2014,Magicite
230980,False,2014,Starseed Pilgrim
4000,True,2015,Garry's Mod
65800,True,2015,Dungeon Defenders
440,True,2012,Team Fortress 2
48700,True,2012,Mount & Blade: Warband
15320,True,2012,IL-2 Sturmovik: 1946
10500,True,2011,Empire: Total War™
7830,True,2011,Men of War™
346900,True,2015,AdVenture Capitalist
48700,True,2014,Mount & Blade: Warband
244850,True,2014,
271290,False,2014,
246420,True,2014,Kingdom Rush
233720,False,2013,Surgeon Simulator
107100,True,2013,Bastion
239820,True,2015,Game Dev Tycoon
105600,True,2012,Terraria
346900,True,2015,AdVenture Capitalist
48800,True,2015,Ship Simulator Extremes
1840,False,2015,Source Filmmaker
264710,True,2015,Subnautica
261640,False,2015,Borderlands: The Pre-Sequel
440,True,2014,Team Fortress 2
49520,True,2015,Borderlands 2
221640,True,2015,Super Hexagon
367580,True,2015,Hook
250500,True,2015,Super Amazing Wagon Adventure
375600,True,2015,Air Brawl
322330,True,2015,Don't Starve Together
200210,True,2012,Realm of the Mad God
4000,True,2012,Garry's Mod
730,True,2015,Counter-Strike: Global Offensive
209650,False,2015,Call of Duty®: Advanced Warfare - Gold Edition
227940,True,2015,Heroes & Generals
335330,False,2014,Brick-Force
346110,True,2015,ARK: Survival Evolved
304930,True,2014,Unturned
4000,True,2013,Garry's Mod
388520,True,2015,
271590,False,2015,Grand Theft Auto V
24240,True,2015,PAYDAY™ The Heist
227300,True,2014,Euro Truck Simulator 2
730,True,2014,Counter-Strike: Global Offensive
400,True,2014,Portal
211500,False,2014,RaceRoom Racing Experience
10680,True,2015,Aliens vs. Predator™
225540,True,2015,Just Cause™ 3
250900,True,2015,The Binding of Isaac: Rebirth
223770,True,2014,DCS: P-51D Mustang
244930,True,2015,SNOW
50300,True,2014,Spec Ops: The Line
223750,True,2014,DCS World
221100,True,2014,DayZ
200260,True,2013,Batman: Arkham City - Game of the Year Edition
65980,True,2015,Sid Meier's Civilization®: Beyond Earth™
211820,True,2015,Starbound
299360,False,2015,Block N Load
730,True,2014,Counter-Strike: Global Offensive
211420,True,2014,DARK SOULS™: Prepare To Die™ Edition
211420,True,2015,DARK SOULS™: Prepare To Die™ Edition
230410,True,2014,Warframe
319510,True,2014,Five Nights at Freddy's
203770,True,2015,Crusader Kings II
261640,True,2015,Borderlands: The Pre-Sequel
50300,True,2015,Spec Ops: The Line
206420,True,2014,Saints Row IV
219740,True,2014,
214950,True,2014,Total War™: ROME II - Emperor Edition
107410,True,2014,Arma 3
344760,True,2015,Reign Of Kings
4000,True,2015,Garry's Mod
730,True,2015,Counter-Strike: Global Offensive
42680,True,2015,
304930,True,2015,Unturned
214830,True,2014,Half Minute Hero: Super Mega Neo Climax Ultimate Boy
248820,False,2014,Risk of Rain
8870,False,2014,BioShock Infinite
42910,True,2014,Magicka
113200,False,2013,The Binding of Isaac
49520,True,2012,Borderlands 2
204450,True,2014,Call of Juarez® Gunslinger
220860,False,2015,McPixel
335240,False,2015,Transformice
263980,True,2015,Out There Somewhere
105600,True,2015,Terraria
298630,True,2015,The Escapists
285900,True,2015,Gang Beasts
440,True,2014,Team Fortress 2
391540,True,2015,Undertale
1840,True,2015,Source Filmmaker
730,True,2015,Counter-Strike: Global Offensive
345650,False,2015,Without Within
251870,False,2015,Go! Go! Nippon! ~My First Trip to Japan~
391270,False,2015,Fingerbones
70,True,2015,Half-Life
346110,False,2015,ARK: Survival Evolved
4000,True,2014,Garry's Mod
440,True,2013,Team Fortress 2
217200,True,2015,Worms Armageddon
630,False,2015,Alien Swarm
102700,False,2013,A.V.A. Alliance of Valiant Arms™
730,False,2015,Counter-Strike: Global Offensive
22380,True,2014,Fallout: New Vegas
218620,True,2014,PAYDAY 2
108800,True,2014,Crysis 2 - Maximum Edition
319510,True,2014,Five Nights at Freddy's
230410,True,2014,Warframe
238460,True,2015,BattleBlock Theater®
550,True,2013,Left 4 Dead 2
220,True,2015,Half-Life 2
204360,True,2015,Castle Crashers®
346010,True,2015,Besiege
323470,True,2015,DRAGON BALL XENOVERSE
251570,True,2014,
218620,True,2015,PAYDAY 2
227940,False,2015,Heroes & Generals
4000,True,2013,Garry's Mod
304930,True,2015,Unturned
570,True,2014,Dota 2
252150,True,2014,Grimm
384990,True,2015,Gon' E-Choo!
211260,True,2014,They Bleed Pixels
227600,True,2014,Castle of Illusion
251630,True,2015,The Impossible Game
236450,True,2015,PAC-MAN™ Championship Edition DX+
40700,True,2015,Machinarium
286100,True,2014,You Have to Win the Game
218620,True,2015,PAYDAY 2
730,False,2015,Counter-Strike: Global Offensive
238320,True,2014,Outlast
225260,True,2014,Brutal Legend
440,True,2015,Team Fortress 2
252490,True,2014,Rust
221100,False,2015,DayZ
200710,True,2014,Torchlight II
271290,True,2015,
220,True,2015,Half-Life 2
340,True,2015,Half-Life 2: Lost Coast
730,True,2015,Counter-Strike: Global Offensive
295110,True,2015,
204300,True,2013,Awesomenauts - the 2D moba
202730,True,2015,Dynamite Jack
105600,True,2015,Terraria
113400,True,2014,APB Reloaded
252490,True,2014,Rust
286080,True,2014,Thinking with Time Machine
4000,True,2014,Garry's Mod
730,True,2015,Counter-Strike: Global Offensive
250900,True,2015,The Binding of Isaac: Rebirth
730,True,2014,Counter-Strike: Global Offensive
42910,True,2014,Magicka
92300,True,2014,A.R.E.S.: Extinction Agenda
24240,True,2014,PAYDAY™ The Heist
550,True,2014,Left 4 Dead 2
440,True,2014,Team Fortress 2
304930,True,2015,Unturned
224480,True,2014,Octodad: Dadliest Catch
440,True,2014,Team Fortress 2
221100,True,2015,DayZ
220050,False,2015,
22370,True,2015,Fallout 3: Game of the Year Edition
295110,True,2015,
221100,True,2014,DayZ
239140,True,2015,Dying Light
243470,False,2015,Watch_Dogs™
240320,False,2015,
417860,True,2015,Emily is Away
391540,True,2015,Undertale
237930,True,2015,Transistor
440,True,2013,Team Fortress 2
299360,True,2015,Block N Load
265930,True,2015,Goat Simulator
284160,True,2015,BeamNG.drive
250260,True,2015,Jazzpunk: Director's Cut
113020,True,2014,Monaco: What's Yours Is Mine
219150,True,2013,Hotline Miami
1250,True,2013,Killing Floor
245170,True,2015,Skullgirls
28050,True,2013,
33930,True,2014,Arma 2: Operation Arrowhead
362890,False,2015,Black Mesa
730,True,2014,Counter-Strike: Global Offensive
212680,True,2014,FTL: Faster Than Light
12210,True,2014,
105600,True,2014,Terraria
236110,True,2015,Dungeon Defenders II
227700,True,2014,
322330,True,2015,Don't Starve Together
4000,True,2014,Garry's Mod
440,True,2014,Team Fortress 2
550,True,2013,Left 4 Dead 2
17580,True,2013,Dystopia
113400,True,2013,APB Reloaded
224260,True,2013,No More Room in Hell
239160,False,2015,Thief
232090,True,2015,Killing Floor 2
316390,False,2015,sZone-Online
72850,True,2015,
312990,True,2014,The Expendabros
10180,True,2014,Call of Duty®: Modern Warfare® 2
232970,True,2014,Thunder Wolves
238430,True,2014,Contagion
63380,True,2014,Sniper Elite V2
24960,True,2014,Battlefield: Bad Company™ 2
1840,True,2012,Source Filmmaker
12750,True,2012,
550,True,2012,Left 4 Dead 2
99900,True,2012,Spiral Knights
212800,True,2012,Super Crate Box
209870,True,2012,Blacklight: Retribution
48700,True,2012,Mount & Blade: Warband
105600,True,2012,Terraria
240,True,2015,Counter-Strike: Source
4000,True,2015,Garry's Mod
105600,True,2015,Terraria
104700,True,2015,Super MNC
224260,True,2015,No More Room in Hell
236390,True,2015,War Thunder
227940,False,2015,Heroes & Generals
730,True,2015,Counter-Strike: Global Offensive
211820,True,2015,Starbound
49520,True,2015,Borderlands 2
248820,True,2014,Risk of Rain
239070,True,2014,Hammerwatch
730,True,2015,Counter-Strike: Global Offensive
218620,True,2013,PAYDAY 2
221040,True,2013,Resident Evil 6 / Biohazard 6
730,True,2014,Counter-Strike: Global Offensive
324080,True,2015,Rising World
301520,True,2015,Robocraft
240,True,2014,Counter-Strike: Source
104900,False,2014,ORION: Prelude
210770,True,2014,Sanctum 2
208090,True,2014,Loadout
252490,True,2014,Rust
215256,True,2015,Sleeping Dogs: Nightmare in North Point
417860,True,2015,Emily is Away
313340,True,2014,Mountain
203160,True,2015,Tomb Raider
339280,True,2015,Strife®
17470,True,2015,Dead Space
248820,True,2014,Risk of Rain
298160,True,2014,Eldevin
202170,True,2014,Sleeping Dogs
249130,True,2014,LEGO® Marvel™ Super Heroes
368500,True,2015,Assassin's Creed® Syndicate
377160,True,2015,Fallout 4
311560,True,2015,Assassin’s Creed® Rogue
289650,True,2014,Assassin's Creed® Unity
267550,False,2015,
72850,True,2015,
730,True,2015,Counter-Strike: Global Offensive
630,True,2014,Alien Swarm
259080,True,2014,Just Cause 2: Multiplayer Mod
241600,True,2013,Rogue Legacy
248820,True,2013,Risk of Rain
80,True,2015,Counter-Strike: Condition Zero
730,True,2013,Counter-Strike: Global Offensive
230050,True,2013,DLC Quest
211420,True,2014,DARK SOULS™: Prepare To Die™ Edition
236390,True,2013,War Thunder
550,True,2013,Left 4 Dead 2
48700,True,2015,Mount & Blade: Warband
252490,False,2015,Rust
110800,True,2015,L.A. Noire
218620,True,2015,PAYDAY 2
107410,False,2015,Arma 3
203140,True,2015,Hitman: Absolution™
6860,True,2015,Hitman: Blood Money
220200,True,2015,Kerbal Space Program
219640,True,2015,Chivalry: Medieval Warfare
221100,True,2014,DayZ
440,True,2015,Team Fortress 2
330840,True,2014,Game of Thrones - A Telltale Games Series
4000,True,2014,Garry's Mod
227940,True,2014,Heroes & Generals
1250,True,2014,Killing Floor
245760,True,2014,
206420,True,2014,Saints Row IV
25000,True,2014,Overgrowth
